"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Prokka_AMPS04__gff","Prokka_AMPS05__gff","Prokka_AMPS17__gff","Prokka_AMPS22__gff","Prokka_AMPS23__gff","Prokka_AMPS34__gff"
"group_3884","","hypothetical protein","6","6","1","1","4687","","","","212","212","212","FAPEHDJO_02730","PECMOLEC_01136","GAOMCEMF_04015","HOKMPMND_02709","LGNEOHGC_04064","ANOIEJPP_01273"
"group_3885","","hypothetical protein","6","6","1","1","4679","","","","833","833","833","FAPEHDJO_02737","PECMOLEC_01143","GAOMCEMF_04007","HOKMPMND_02702","LGNEOHGC_04056","ANOIEJPP_01280"
"group_3886","","hypothetical protein","6","6","1","1","4676","","","","1067","1067","1067","FAPEHDJO_02740","PECMOLEC_01146","GAOMCEMF_04004","HOKMPMND_02699","LGNEOHGC_04053","ANOIEJPP_01283"
"group_3887","","hypothetical protein","6","6","1","1","4668","","","","377","377","377","FAPEHDJO_02745","PECMOLEC_01152","GAOMCEMF_03998","HOKMPMND_02694","LGNEOHGC_04048","ANOIEJPP_01290"
"moaA","","GTP 3',8-cyclase","6","6","1","1","4667","","","","986","1052","1017","FAPEHDJO_02746","PECMOLEC_01153","GAOMCEMF_03997","HOKMPMND_02693","LGNEOHGC_04047","ANOIEJPP_01291"
"COQ5_3","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","6","6","1","1","4666","","","","785","785","785","FAPEHDJO_02747","PECMOLEC_01155","GAOMCEMF_03996","HOKMPMND_02692","LGNEOHGC_04046","ANOIEJPP_01292"
"group_389","","hypothetical protein","6","6","1","1","437","","","","311","671","483","FAPEHDJO_00500","PECMOLEC_06636","GAOMCEMF_00271","HOKMPMND_06745","LGNEOHGC_06608","ANOIEJPP_06318"
"deoR_1","","Deoxyribonucleoside regulator","6","6","1","1","4661","","","","950","950","950","FAPEHDJO_02751","PECMOLEC_01160","GAOMCEMF_03992","HOKMPMND_02688","LGNEOHGC_04042","ANOIEJPP_01296"
"aplK","","Apulose kinase","6","6","1","1","4660","","","","1133","1466","1410","FAPEHDJO_02752","PECMOLEC_01161","GAOMCEMF_03991","HOKMPMND_02686","LGNEOHGC_04041","ANOIEJPP_01297"
"rbsC_7","","Ribose import permease protein RbsC","6","6","1","1","4656","","","","977","980","979","FAPEHDJO_02755","PECMOLEC_01165","GAOMCEMF_03988","HOKMPMND_02683","LGNEOHGC_04038","ANOIEJPP_01301"
"group_3893","rbsA_4","Ribose import ATP-binding protein RbsA","6","6","1","1","4653","","","","1478","1478","1478","FAPEHDJO_02757","PECMOLEC_01167","GAOMCEMF_03986","HOKMPMND_02681","LGNEOHGC_04036","ANOIEJPP_01303"
"mobB","","Molybdopterin-guanine dinucleotide biosynthesis adapter protein","6","6","1","1","5546","","","","521","521","521","FAPEHDJO_02764","PECMOLEC_01174","GAOMCEMF_03979","HOKMPMND_02674","LGNEOHGC_04029","ANOIEJPP_01310"
"rcsC_1","","Sensor histidine kinase RcsC","6","6","1","1","5547","","","","2147","2165","2159","FAPEHDJO_02765","PECMOLEC_01175","GAOMCEMF_03978","HOKMPMND_02673","LGNEOHGC_04028","ANOIEJPP_01311"
"dhmA_3","","Haloalkane dehalogenase","6","6","1","1","5558","","","","1049","1049","1049","FAPEHDJO_02774","PECMOLEC_01185","GAOMCEMF_03968","HOKMPMND_02662","LGNEOHGC_04019","ANOIEJPP_01321"
"fucU_1","","L-fucose mutarotase","6","6","1","1","5564","","","","455","455","455","FAPEHDJO_02780","PECMOLEC_01191","GAOMCEMF_03962","HOKMPMND_02656","LGNEOHGC_04013","ANOIEJPP_01327"
"ugpC_6","","sn-glycerol-3-phosphate import ATP-binding protein UgpC","6","6","1","1","5571","","","","1016","1088","1076","FAPEHDJO_02785","PECMOLEC_01196","GAOMCEMF_03957","HOKMPMND_02651","LGNEOHGC_04007","ANOIEJPP_01332"
"group_3900","","hypothetical protein","6","6","1","1","5577","","","","725","725","725","FAPEHDJO_02791","PECMOLEC_01202","GAOMCEMF_03951","HOKMPMND_02645","LGNEOHGC_04001","ANOIEJPP_01338"
"COQ3_2","","Ubiquinone biosynthesis O-methyltransferase, mitochondrial","6","6","1","1","5578","","","","818","818","818","FAPEHDJO_02792","PECMOLEC_01203","GAOMCEMF_03950","HOKMPMND_02644","LGNEOHGC_04000","ANOIEJPP_01339"
"group_3902","","hypothetical protein","6","6","1","1","5580","","","","341","341","341","FAPEHDJO_02794","PECMOLEC_01205","GAOMCEMF_03948","HOKMPMND_02642","LGNEOHGC_03998","ANOIEJPP_01341"
"group_3904","","hypothetical protein","6","6","1","1","5585","","","","221","221","221","FAPEHDJO_02798","PECMOLEC_01209","GAOMCEMF_03944","HOKMPMND_02638","LGNEOHGC_03994","ANOIEJPP_01345"
"ssuB_2","","Aliphatic sulfonates import ATP-binding protein SsuB","6","6","1","1","5588","","","","827","827","827","FAPEHDJO_02801","PECMOLEC_01212","GAOMCEMF_03941","HOKMPMND_02635","LGNEOHGC_03991","ANOIEJPP_01348"
"ssuC_1","","Putative aliphatic sulfonates transport permease protein SsuC","6","6","1","1","5589","","","","836","836","836","FAPEHDJO_02802","PECMOLEC_01213","GAOMCEMF_03940","HOKMPMND_02634","LGNEOHGC_03990","ANOIEJPP_01349"
"ssuD_2","","Alkanesulfonate monooxygenase","6","6","1","1","5590","","","","1190","1190","1190","FAPEHDJO_02803","PECMOLEC_01214","GAOMCEMF_03939","HOKMPMND_02633","LGNEOHGC_03989","ANOIEJPP_01350"
"garR_1","","2-hydroxy-3-oxopropionate reductase","6","6","1","1","5595","","","","869","869","869","FAPEHDJO_02805","PECMOLEC_01216","GAOMCEMF_03936","HOKMPMND_02630","LGNEOHGC_03986","ANOIEJPP_01353"
"group_3909","rcsC_2","Sensor histidine kinase RcsC","6","6","1","1","5603","","","","1535","1535","1535","FAPEHDJO_02812","PECMOLEC_01222","GAOMCEMF_03929","HOKMPMND_02624","LGNEOHGC_03979","ANOIEJPP_01359"
"group_3910","","hypothetical protein","6","6","1","1","5607","","","","701","701","701","FAPEHDJO_02816","PECMOLEC_01226","GAOMCEMF_03925","HOKMPMND_02620","LGNEOHGC_03975","ANOIEJPP_01363"
"group_3911","","hypothetical protein","6","6","1","1","5608","","","","437","437","437","FAPEHDJO_02817","PECMOLEC_01227","GAOMCEMF_03924","HOKMPMND_02619","LGNEOHGC_03974","ANOIEJPP_01364"
"yadG","","putative ABC transporter ATP-binding protein YadG","6","6","1","1","5615","","","","926","926","926","FAPEHDJO_02821","PECMOLEC_01231","GAOMCEMF_03920","HOKMPMND_02613","LGNEOHGC_03970","ANOIEJPP_01368"
"group_3913","ngcG_4","Diacetylchitobiose uptake system permease protein NgcG","6","6","1","1","5624","","","","944","944","944","FAPEHDJO_02829","PECMOLEC_01238","GAOMCEMF_03912","HOKMPMND_02605","LGNEOHGC_03962","ANOIEJPP_01376"
"melD_4","","Melibiose/raffinose/stachyose import permease protein MelD","6","6","1","1","5625","","","","737","905","849","FAPEHDJO_02830","PECMOLEC_01239","GAOMCEMF_03911","HOKMPMND_02604","LGNEOHGC_03961","ANOIEJPP_01377"
"tam_3","","Trans-aconitate 2-methyltransferase","6","6","1","1","5634","","","","617","617","617","FAPEHDJO_02843","PECMOLEC_01247","GAOMCEMF_03898","HOKMPMND_02594","LGNEOHGC_03948","ANOIEJPP_01385"
"group_3918","","Acetyltransferase","6","6","1","1","5635","","","","509","509","509","FAPEHDJO_02844","PECMOLEC_01248","GAOMCEMF_03897","HOKMPMND_02593","LGNEOHGC_03947","ANOIEJPP_01386"
"group_3921","","hypothetical protein","6","6","1","1","5641","","","","362","362","362","FAPEHDJO_02851","PECMOLEC_01254","GAOMCEMF_03891","HOKMPMND_02586","LGNEOHGC_03940","ANOIEJPP_01392"
"fixK_2","","Nitrogen fixation regulation protein FixK","6","6","1","1","5650","","","","722","722","722","FAPEHDJO_02859","PECMOLEC_01262","GAOMCEMF_03883","HOKMPMND_02577","LGNEOHGC_03932","ANOIEJPP_01400"
"group_3923","","hypothetical protein","6","6","1","1","5718","","","","200","200","200","FAPEHDJO_02861","PECMOLEC_01264","GAOMCEMF_03881","HOKMPMND_02575","LGNEOHGC_03930","ANOIEJPP_01402"
"cobD","","Cobalamin biosynthesis protein CobD","6","6","1","1","5717","","","","980","980","980","FAPEHDJO_02862","PECMOLEC_01269","GAOMCEMF_03880","HOKMPMND_02574","LGNEOHGC_03929","ANOIEJPP_01407"
"group_3929","","hypothetical protein","6","6","1","1","5701","","","","1049","1049","1049","FAPEHDJO_02878","PECMOLEC_01285","GAOMCEMF_03864","HOKMPMND_02560","LGNEOHGC_03913","ANOIEJPP_01422"
"group_393","","hypothetical protein","6","6","1","1","7319","","","","1622","1919","1811","FAPEHDJO_00587","PECMOLEC_06730","GAOMCEMF_00357","HOKMPMND_06834","LGNEOHGC_06509","ANOIEJPP_07315"
"group_3931","hdfR_8","HTH-type transcriptional regulator HdfR","6","6","1","1","5694","","","","899","941","934","FAPEHDJO_02885","PECMOLEC_01291","GAOMCEMF_03858","HOKMPMND_02555","LGNEOHGC_03906","ANOIEJPP_01428"
"group_3932","","putative HTH-type transcriptional regulator","6","6","1","1","5690","","","","893","893","893","FAPEHDJO_02888","PECMOLEC_01294","GAOMCEMF_03855","HOKMPMND_02552","LGNEOHGC_03903","ANOIEJPP_01431"
"group_3935","","hypothetical protein","6","6","1","1","4062","","","","647","647","647","FAPEHDJO_02903","PECMOLEC_01310","GAOMCEMF_03840","HOKMPMND_02530","LGNEOHGC_03887","ANOIEJPP_01448"
"group_3936","","hypothetical protein","6","6","1","1","2771","","","","338","392","356","FAPEHDJO_02906","PECMOLEC_02110","GAOMCEMF_03837","HOKMPMND_01694","LGNEOHGC_03884","ANOIEJPP_02301"
"rcsC_3","","Sensor histidine kinase RcsC","6","6","1","1","4201","","","","1247","1331","1317","FAPEHDJO_02981","PECMOLEC_01314","GAOMCEMF_03825","HOKMPMND_02471","LGNEOHGC_03873","ANOIEJPP_01452"
"iolG_19","","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase","6","6","1","1","7280","","","","1148","1148","1148","FAPEHDJO_00614","PECMOLEC_06764","GAOMCEMF_00390","HOKMPMND_06862","LGNEOHGC_06476","ANOIEJPP_07281"
"rcsC_4","","Sensor histidine kinase RcsC","6","6","1","1","4200","","","","806","830","814","FAPEHDJO_02982","PECMOLEC_01315","GAOMCEMF_03824","HOKMPMND_02470","LGNEOHGC_03872","ANOIEJPP_01453"
"arsH_1","","NADPH-dependent FMN reductase ArsH","6","6","1","1","4190","","","","725","725","725","FAPEHDJO_02995","PECMOLEC_01324","GAOMCEMF_03812","HOKMPMND_02463","LGNEOHGC_03859","ANOIEJPP_01462"
"group_3943","","hypothetical protein","6","6","1","1","4188","","","","266","266","266","FAPEHDJO_02997","PECMOLEC_01326","GAOMCEMF_03810","HOKMPMND_02461","LGNEOHGC_03857","ANOIEJPP_01464"
"sugC_2","","Trehalose import ATP-binding protein SugC","6","6","1","1","4177","","","","1097","1097","1097","FAPEHDJO_03006","PECMOLEC_01336","GAOMCEMF_03799","HOKMPMND_02451","LGNEOHGC_03848","ANOIEJPP_01474"
"group_3951","","hypothetical protein","6","6","1","1","4140","","","","347","374","351","FAPEHDJO_03033","PECMOLEC_01364","GAOMCEMF_03773","HOKMPMND_02432","LGNEOHGC_03821","ANOIEJPP_01502"
"group_3953","","hypothetical protein","6","6","1","1","4125","","","","347","587","427","FAPEHDJO_03040","PECMOLEC_01377","GAOMCEMF_03766","HOKMPMND_02425","LGNEOHGC_03814","ANOIEJPP_01516"
"group_3956","","hypothetical protein","6","6","1","1","4116","","","","251","251","251","FAPEHDJO_03047","PECMOLEC_01384","GAOMCEMF_03759","HOKMPMND_02417","LGNEOHGC_03807","ANOIEJPP_01522"
"phyR_2","","Phyllosphere-induced regulator PhyR","6","6","1","1","4115","","","","377","377","377","FAPEHDJO_03048","PECMOLEC_01385","GAOMCEMF_03758","HOKMPMND_02416","LGNEOHGC_03806","ANOIEJPP_01523"
"group_3959","","hypothetical protein","6","6","1","1","3073","","","","1454","2216","2089","FAPEHDJO_03053","PECMOLEC_01391","GAOMCEMF_03753","HOKMPMND_02410","LGNEOHGC_03800","ANOIEJPP_01529"
"group_3960","","hypothetical protein","6","6","1","1","3075","","","","767","767","767","FAPEHDJO_03054","PECMOLEC_01392","GAOMCEMF_03752","HOKMPMND_02408","LGNEOHGC_03799","ANOIEJPP_01530"
"group_3964","","hypothetical protein","6","6","1","1","3143","","","","485","494","491","FAPEHDJO_03078","PECMOLEC_01414","GAOMCEMF_03734","HOKMPMND_02395","LGNEOHGC_03775","ANOIEJPP_01603"
"group_3965","","hypothetical protein","6","6","1","1","3150","","","","107","542","469","FAPEHDJO_03083","PECMOLEC_01419","GAOMCEMF_03729","HOKMPMND_02389","LGNEOHGC_03770","ANOIEJPP_01608"
"group_3966","","hypothetical protein","6","6","1","1","3157","","","","617","617","617","FAPEHDJO_03089","PECMOLEC_01423","GAOMCEMF_03724","HOKMPMND_02383","LGNEOHGC_03764","ANOIEJPP_01613"
"group_3969","","hypothetical protein","6","6","1","1","3182","","","","332","473","449","FAPEHDJO_03105","PECMOLEC_01437","GAOMCEMF_03706","HOKMPMND_02364","LGNEOHGC_03747","ANOIEJPP_01628"
"group_3970","","hypothetical protein","6","6","1","1","3183","","","","1004","1004","1004","FAPEHDJO_03106","PECMOLEC_01438","GAOMCEMF_03705","HOKMPMND_02363","LGNEOHGC_03746","ANOIEJPP_01629"
"dapB_1","","4-hydroxy-tetrahydrodipicolinate reductase","6","6","1","1","3186","","","","770","770","770","FAPEHDJO_03109","PECMOLEC_01441","GAOMCEMF_03702","HOKMPMND_02360","LGNEOHGC_03743","ANOIEJPP_01632"
"yncA","","L-methionine sulfoximine/L-methionine sulfone acetyltransferase","6","6","1","1","3188","","","","506","506","506","FAPEHDJO_03112","PECMOLEC_01443","GAOMCEMF_03700","HOKMPMND_02358","LGNEOHGC_03741","ANOIEJPP_01634"
"kup_1","","Low affinity potassium transport system protein kup","6","6","1","1","3199","","","","1901","1949","1925","FAPEHDJO_03120","PECMOLEC_01452","GAOMCEMF_03694","HOKMPMND_02348","LGNEOHGC_03733","ANOIEJPP_01642"
"sigF","","ECF RNA polymerase sigma factor SigF","6","6","1","1","3208","","","","548","548","548","FAPEHDJO_03126","PECMOLEC_01459","GAOMCEMF_03688","HOKMPMND_02342","LGNEOHGC_03727","ANOIEJPP_01649"
"group_3979","","hypothetical protein","6","6","1","1","3212","","","","1487","1487","1487","FAPEHDJO_03130","PECMOLEC_01463","GAOMCEMF_03684","HOKMPMND_02338","LGNEOHGC_03723","ANOIEJPP_01653"
"group_3980","","hypothetical protein","6","6","1","1","3214","","","","971","971","971","FAPEHDJO_03131","PECMOLEC_01464","GAOMCEMF_03683","HOKMPMND_02337","LGNEOHGC_03722","ANOIEJPP_01654"
"rhaR_7","","HTH-type transcriptional activator RhaR","6","6","1","1","3219","","","","1073","1106","1078","FAPEHDJO_03136","PECMOLEC_01469","GAOMCEMF_03678","HOKMPMND_02332","LGNEOHGC_03717","ANOIEJPP_01660"
"group_3983","","hypothetical protein","6","6","1","1","3220","","","","914","980","969","FAPEHDJO_03137","PECMOLEC_01470","GAOMCEMF_03677","HOKMPMND_02331","LGNEOHGC_03716","ANOIEJPP_01661"
"group_3984","","hypothetical protein","6","6","1","1","3222","","","","374","374","374","FAPEHDJO_03139","PECMOLEC_01472","GAOMCEMF_03675","HOKMPMND_02329","LGNEOHGC_03714","ANOIEJPP_01663"
"cyoC_2","","Cytochrome bo(3) ubiquinol oxidase subunit 3","6","6","1","1","3233","","","","719","719","719","FAPEHDJO_03148","PECMOLEC_01478","GAOMCEMF_03666","HOKMPMND_02321","LGNEOHGC_03705","ANOIEJPP_01669"
"cycA","","hypothetical protein","6","6","1","1","3237","","","","305","389","361","FAPEHDJO_03152","PECMOLEC_01482","GAOMCEMF_03662","HOKMPMND_02317","LGNEOHGC_03701","ANOIEJPP_01673"
"group_3989","","hypothetical protein","6","6","1","1","3245","","","","257","257","257","FAPEHDJO_03158","PECMOLEC_01488","GAOMCEMF_03656","HOKMPMND_02310","LGNEOHGC_03695","ANOIEJPP_01679"
"group_3996","","hypothetical protein","6","6","1","1","3259","","","","212","212","212","FAPEHDJO_03176","PECMOLEC_01501","GAOMCEMF_03638","HOKMPMND_02293","LGNEOHGC_03677","ANOIEJPP_01692"
"group_3997","","hypothetical protein","6","6","1","1","3280","","","","443","443","443","FAPEHDJO_03187","PECMOLEC_01512","GAOMCEMF_03626","HOKMPMND_02282","LGNEOHGC_03666","ANOIEJPP_01703"
"ectC","","L-ectoine synthase","6","6","1","1","3284","","","","386","386","386","FAPEHDJO_03191","PECMOLEC_01516","GAOMCEMF_03622","HOKMPMND_02278","LGNEOHGC_03662","ANOIEJPP_01707"
"group_4000","","hypothetical protein","6","6","1","1","3290","","","","560","560","560","FAPEHDJO_03197","PECMOLEC_01523","GAOMCEMF_03616","HOKMPMND_02271","LGNEOHGC_03656","ANOIEJPP_01709"
"malK_1","","Maltose/maltodextrin import ATP-binding protein MalK","6","6","1","1","3296","","","","1145","1145","1145","FAPEHDJO_03204","PECMOLEC_01530","GAOMCEMF_03605","HOKMPMND_02260","LGNEOHGC_03646","ANOIEJPP_01716"
"group_4002","lacF_3","Lactose transport system permease protein LacF","6","6","1","1","3298","","","","884","884","884","FAPEHDJO_03206","PECMOLEC_01532","GAOMCEMF_03603","HOKMPMND_02258","LGNEOHGC_03644","ANOIEJPP_01718"
"msmE_1","","Multiple sugar-binding protein","6","6","1","1","3299","","","","1274","1274","1274","FAPEHDJO_03207","PECMOLEC_01533","GAOMCEMF_03602","HOKMPMND_02257","LGNEOHGC_03643","ANOIEJPP_01719"
"group_4005","","hypothetical protein","6","6","1","1","3302","","","","386","386","386","FAPEHDJO_03210","PECMOLEC_01535","GAOMCEMF_03600","HOKMPMND_02254","LGNEOHGC_03640","ANOIEJPP_01721"
"group_401","rcsC_4","Sensor histidine kinase RcsC","6","6","1","1","7150","","","","2384","6299","5183","FAPEHDJO_00713","PECMOLEC_06860","GAOMCEMF_00490","HOKMPMND_06966","LGNEOHGC_06374","ANOIEJPP_07185"
"group_4012","fgd_1","F420-dependent glucose-6-phosphate dehydrogenase","6","6","1","1","3352","","","","1022","1022","1022","FAPEHDJO_03240","PECMOLEC_01563","GAOMCEMF_03570","HOKMPMND_02225","LGNEOHGC_03609","ANOIEJPP_01750"
"dmlR_9","","HTH-type transcriptional regulator DmlR","6","6","1","1","3357","","","","851","899","891","FAPEHDJO_03245","PECMOLEC_01568","GAOMCEMF_03565","HOKMPMND_02219","LGNEOHGC_03604","ANOIEJPP_01755"
"group_4014","","hypothetical protein","6","6","1","1","3359","","","","650","650","650","FAPEHDJO_03247","PECMOLEC_01570","GAOMCEMF_03563","HOKMPMND_02217","LGNEOHGC_03602","ANOIEJPP_01757"
"yusV","","putative siderophore transport system ATP-binding protein YusV","6","6","1","1","3361","","","","818","818","818","FAPEHDJO_03249","PECMOLEC_01572","GAOMCEMF_03561","HOKMPMND_02215","LGNEOHGC_03600","ANOIEJPP_01759"
"yfhA","","putative siderophore transport system permease protein YfhA","6","6","1","1","3362","","","","1037","1037","1037","FAPEHDJO_03250","PECMOLEC_01573","GAOMCEMF_03560","HOKMPMND_02214","LGNEOHGC_03599","ANOIEJPP_01760"
"yfmC","","Fe(3+)-citrate-binding protein YfmC","6","6","1","1","3364","","","","968","968","968","FAPEHDJO_03252","PECMOLEC_01575","GAOMCEMF_03558","HOKMPMND_02212","LGNEOHGC_03597","ANOIEJPP_01762"
"group_4018","","hypothetical protein","6","6","1","1","3365","","","","1103","1103","1103","FAPEHDJO_03253","PECMOLEC_01576","GAOMCEMF_03557","HOKMPMND_02211","LGNEOHGC_03596","ANOIEJPP_01763"
"group_4019","","hypothetical protein","6","6","1","1","3368","","","","389","560","417","FAPEHDJO_03256","PECMOLEC_01579","GAOMCEMF_03554","HOKMPMND_02208","LGNEOHGC_03593","ANOIEJPP_01766"
"group_4020","","hypothetical protein","6","6","1","1","3370","","","","689","689","689","FAPEHDJO_03258","PECMOLEC_01581","GAOMCEMF_03552","HOKMPMND_02206","LGNEOHGC_03591","ANOIEJPP_01768"
"ampR","","HTH-type transcriptional activator AmpR","6","6","1","1","3378","","","","884","884","884","FAPEHDJO_03263","PECMOLEC_01584","GAOMCEMF_03548","HOKMPMND_02201","LGNEOHGC_03585","ANOIEJPP_01772"
"group_4024","","hypothetical protein","6","6","1","1","3385","","","","539","539","539","FAPEHDJO_03269","PECMOLEC_01590","GAOMCEMF_03542","HOKMPMND_02195","LGNEOHGC_03579","ANOIEJPP_01778"
"znuB","","High-affinity zinc uptake system membrane protein ZnuB","6","6","1","1","3407","","","","812","815","814","FAPEHDJO_03281","PECMOLEC_01603","GAOMCEMF_03529","HOKMPMND_02184","LGNEOHGC_03567","ANOIEJPP_01794"
"group_4028","","hypothetical protein","6","6","1","1","3416","","","","326","326","326","FAPEHDJO_03285","PECMOLEC_01608","GAOMCEMF_03525","HOKMPMND_02179","LGNEOHGC_03563","ANOIEJPP_01800"
"dhmA_2","","Fluoroacetate dehalogenase","6","6","1","1","7148","","","","749","1148","834","FAPEHDJO_00715","PECMOLEC_06863","GAOMCEMF_00493","HOKMPMND_06969","LGNEOHGC_06371","ANOIEJPP_07182"
"group_4031","","putative protein","6","6","1","1","3442","","","","977","977","977","FAPEHDJO_03299","PECMOLEC_01623","GAOMCEMF_03511","HOKMPMND_02151","LGNEOHGC_03549","ANOIEJPP_01815"
"pytH_2","","Pyrethroid hydrolase","6","6","1","1","3443","","","","767","767","767","FAPEHDJO_03300","PECMOLEC_01624","GAOMCEMF_03510","HOKMPMND_02150","LGNEOHGC_03548","ANOIEJPP_01816"
"lysN_1","","2-aminoadipate transaminase","6","6","1","1","3447","","","","1220","1220","1220","FAPEHDJO_03304","PECMOLEC_01628","GAOMCEMF_03506","HOKMPMND_02146","LGNEOHGC_03544","ANOIEJPP_01820"
"vapC_1","","tRNA(fMet)-specific endonuclease VapC","6","6","1","1","3450","","","","377","377","377","FAPEHDJO_03307","PECMOLEC_01631","GAOMCEMF_03503","HOKMPMND_02143","LGNEOHGC_03541","ANOIEJPP_01823"
"yjlD","","NADH dehydrogenase-like protein YjlD","6","6","1","1","3470","","","","1262","1265","1264","FAPEHDJO_03322","PECMOLEC_01652","GAOMCEMF_03488","HOKMPMND_02130","LGNEOHGC_03527","ANOIEJPP_01846"
"group_4039","decR_1","DNA-binding transcriptional activator DecR","6","6","1","1","3471","","","","383","464","450","FAPEHDJO_03323","PECMOLEC_01653","GAOMCEMF_03487","HOKMPMND_02129","LGNEOHGC_03526","ANOIEJPP_01847"
"group_4040","","hypothetical protein","6","6","1","1","3477","","","","1208","1214","1211","FAPEHDJO_03327","PECMOLEC_01657","GAOMCEMF_03483","HOKMPMND_02125","LGNEOHGC_03522","ANOIEJPP_01851"
"qorB","","Quinone oxidoreductase 2","6","6","1","1","3481","","","","887","887","887","FAPEHDJO_03330","PECMOLEC_01659","GAOMCEMF_03480","HOKMPMND_02123","LGNEOHGC_03519","ANOIEJPP_01853"
"recD2_2","","ATP-dependent RecD-like DNA helicase","6","6","1","1","3484","","","","1127","1235","1145","FAPEHDJO_03334","PECMOLEC_01662","GAOMCEMF_03477","HOKMPMND_02119","LGNEOHGC_03515","ANOIEJPP_01856"
